29.747000	29.747000	0
30.183000	30.183000	B
31.097000	31.097000	B
31.994000	31.994000	B
32.887000	32.887000	B
33.355000	33.355000	B
33.799000	33.799000	B
34.697000	34.697000	B
35.595000	35.595000	B
36.502000	36.502000	B
36.967000	36.967000	B
37.383000	37.383000	B
38.283786	38.283786	B
39.193000	39.193000	B
40.086000	40.086000	B
40.556000	40.556000	B
40.967917	40.967917	B
41.898830	41.898830	B
42.785000	42.785000	B
43.701000	43.701000	B
44.133021	44.133021	B
44.555000	44.555000	B
45.504000	45.504000	B
46.404000	46.404000	B
47.298124	47.298124	B
47.779000	47.779000	B
48.198006	48.198006	B
49.113404	49.113404	B
50.028801	50.028801	B
50.928683	50.928683	B
51.392000	51.392000	B
51.822000	51.822000	B
52.681902	52.681902	B
53.628330	53.628330	B
54.519000	54.519000	B
54.970396	54.970396	B
55.428095	55.428095	B
56.327977	56.327977	B
57.189071	57.189071	B
58.096711	58.096711	B
58.562168	58.562168	B
59.019866	59.019866	B
59.888718	59.888718	B
60.787168	60.787168	B
61.688483	61.688483	B
62.169454	62.169454	B
62.596123	62.834211	B
63.480490	63.480490	B
64.388130	64.388130	B
65.334558	65.334558	B
66.157168	66.157168	B
67.067168	67.067168	B
67.990168	67.990168	B
68.918572	69.389970	B
69.841727	69.841727	B
70.674168	70.674168	B
71.214168	71.214168	B
71.574168	71.825567	B
72.494873	72.931062	B
73.374549	73.374549	B
74.288321	74.773553	B
75.195275	75.195275	B
76.088589	76.088589	B
76.981168	76.981168	B
77.882038	77.882038	B
78.361168	78.361168	B
78.788429	79.034094	B
79.682306	79.682306	B
80.596078	80.596078	B
81.494259	81.954004	B
82.416803	82.416803	B
83.310118	83.792986	B
84.182975	84.182975	B
85.089928	85.089928	B
85.541168	85.541168	B
86.003700	86.277717	B
86.897015	86.897015	B
87.776691	87.776691	B
88.676825	88.676825	B
89.590597	89.590597	B
90.492634	90.952380	B
91.384553	91.384553	B
92.295414	92.295414	B
92.754671	92.754671	B
93.191445	93.489753	B
94.094171	94.094171	B
95.018186	95.018186	B
95.854658	95.854658	B
96.757864	96.757864	B
97.668724	97.668724	
98.625510	98.625510	
99.459828	99.459828	
100.355380	100.355380	
101.220314	101.220314	
102.192409	102.192409	
103.103269	103.103269	
103.975858	103.975858	
104.894373	104.894373	
105.805233	105.805233	
106.731402	106.731402	
107.573374	107.573374	
108.461309	108.461309	
110.971878	110.971878	
111.331630	111.331630	
111.637801	111.637801	
111.890393	111.890393	
112.303724	112.303724	
112.563970	112.981554	
113.436559	113.436559	
113.895816	113.895816	
114.355074	114.355074	
114.814331	114.814331	
115.220008	115.220008	
115.694574	115.694574	
116.130869	116.130869	
116.590126	116.590126	
117.018766	117.018766	
117.516295	117.516295	
117.983207	117.983207	
118.411847	118.411847	
118.825178	118.825178	
120.669862	120.669862	
121.121465	121.121465	
121.534797	121.534797	
122.017017	122.017017	
122.445657	122.445657	
122.935531	122.935531	
123.331090	123.804873	
124.236760	124.236760	
124.703672	124.703672	
125.185892	125.185892	
125.614532	125.614532	
126.050827	126.050827	
126.510084	126.510084	
126.976996	127.377551	
127.849585	127.849585	
128.285879	128.285879	
128.745137	128.745137	
129.158468	129.158468	
129.640688	129.640688	
130.138217	130.138217	
130.566857	130.566857	
131.026115	131.026115	
131.447100	131.447100	
131.944629	131.944629	
132.357961	132.357961	
132.840181	132.840181	
133.268821	133.268821	
133.705116	133.705116	
134.141410	134.141410	
134.631285	134.631285	
135.059862	135.059862	
135.502060	135.502060	
135.944258	135.944258	
136.393475	136.393475	
136.851028	136.851028	
137.310286	137.310286	
137.746580	138.211399	
138.657440	138.657440	
139.109043	139.109043	
139.560646	139.560646	
140.019904	140.019904	
140.456198	140.456198	
140.923110	140.923110	
141.382367	141.382367	
141.833970	141.833970	
142.285573	142.285573	
142.760139	142.760139	
143.188779	143.188779	
143.632728	143.632728	
144.091985	144.091985	
144.551243	144.551243	
144.995191	144.995191	
145.469757	145.469757	
145.898398	145.898398	
146.342346	146.342346	
146.801604	146.801604	
147.237898	147.237898	
147.658884	147.658884	
148.148758	148.148758	
148.562090	148.562090	
149.059619	149.059619	
149.503568	149.503568	
151.654423	151.654423	
152.151951	152.151951	
152.611209	152.611209	
153.055158	153.384292	
155.313173	155.313173	
155.749467	155.749467	
156.201070	156.201070	
156.683290	156.981808	
158.910688	158.910688	
159.339329	159.339329	
159.844512	159.844512	
160.280806	160.617595	
162.374354	162.374354	
162.820061	163.206107	
163.476339	163.476339	
163.936084	163.936084	
164.390532	164.390532	
164.845047	164.845047	
165.324060	165.324060	
165.754009	165.754009	
166.220773	166.220773	
166.706806	167.154302	
167.589481	167.589481	
168.042207	168.042207	
168.498443	168.498443	
168.930113	168.930113	
169.389858	169.389858	
169.835565	169.835565	
170.277763	170.765585	
171.197254	171.197254	
171.664018	171.664018	
172.106216	172.106216	
172.587019	172.587019	
173.039745	173.039745	
173.495981	173.495981	
173.920631	174.369848	
174.822575	174.822575	
175.271792	175.271792	
175.728027	175.728027	
176.198301	176.198301	
176.605404	176.605404	
177.054621	177.054621	
177.496819	177.496819	
177.935507	177.935507	
178.405781	178.405781	
178.847979	178.847979	
179.304215	179.304215	
179.756941	179.756941	
180.213177	180.213177	
180.655375	180.655375	
181.118630	181.118630	
181.567847	181.567847	
182.020573	182.020573	
182.466281	182.466281	
182.922516	182.922516	
183.368224	183.368224	
183.827969	183.827969	
184.287715	184.287715	
184.722893	184.986107	
185.389700	185.881031	
186.074054	186.074054	
186.547837	186.547837	
186.986525	186.986525	
187.428723	187.428723	
187.884959	187.884959	
188.351724	188.646522	
189.022039	189.471256	
189.622165	189.622165	
190.117006	190.117006	
190.597808	190.597808	
191.015439	191.352352	
191.892816	192.394675	
192.805288	192.805288	
193.250995	193.250995	
193.689684	193.689684	
194.145919	194.145919	
194.581098	194.581098	
195.051372	195.051372	
195.469003	195.469003	
195.946296	195.946296	
196.377966	196.377966	
196.816654	196.816654	
197.262361	197.262361	
197.701050	197.701050	
198.153776	198.153776	
198.620541	198.620541	
199.062739	199.062739	
199.529503	199.529503	
199.982229	199.982229	
200.413899	200.413899	
200.842058	200.842058	
201.287766	201.287766	
201.726454	201.726454	
202.193219	202.193219	
202.621378	202.621378	
203.067086	203.067086	
203.519812	203.519812	
203.972539	203.972539	
204.407717	204.407717	
204.839387	204.839387	
205.288604	205.288604	
205.723783	205.723783	
206.211604	206.211604	
206.650292	206.650292	
207.081962	207.081962	
207.531179	207.531179	
207.969867	207.969867	
208.398027	208.398027	
208.850753	208.850753	
209.278913	209.278913	
209.742168	209.742168	
210.177347	210.177347	
210.637092	210.637092	
211.068761	211.068761	
211.521488	211.521488	
211.967195	211.967195	
212.409393	212.409393	
212.855100	212.855100	
213.325374	213.325374	
